,Average_salary,Title,Seniority,Rating,Hourly,Employer_provided,Company_age,Industry,Sector,Type of ownership,Size,State
2776,68.5,data engineer,other,3.9,0,,-1,Consulting,Business Services,Company - Private,51 to 200 employees,TX
2777,68.5,data scientist,senior,4.5,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2778,68.5,data engineer,other,3.4,0,,30,IT Services,Information Technology,Company - Private,1001 to 5000 employees,TX
2779,68.5,data engineer,senior,3.7,0,,212,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2780,68.5,other,senior,3.1,0,,43,IT Services,Information Technology,Company - Public,10000+ employees,TX
2781,68.5,other,senior,3.7,0,,-1,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2782,68.5,other,other,4.0,0,,21,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2783,68.5,machine learning engineer,senior,3.6,0,,8,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2784,68.5,other,other,3.7,0,,20,Advertising & Marketing,Business Services,Company - Private,51 to 200 employees,TX
2785,68.5,other,other,4.1,0,,9,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2786,68.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2787,68.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,-1,TX
2788,68.5,analyst,senior,3.7,0,,212,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2789,68.5,other,other,-1.0,0,,-1,-1,-1,Company - Public,1 to 50 employees,TX
2790,68.5,data engineer,other,3.7,0,,56,IT Services,Information Technology,Subsidiary or Business Segment,10000+ employees,TX
2791,68.5,machine learning engineer,other,3.6,0,,27,Staffing & Outsourcing,Business Services,Company - Private,1001 to 5000 employees,TX
2792,68.5,data engineer,senior,3.7,0,,110,Financial Analytics & Research,Finance,Company - Private,1001 to 5000 employees,TX
2793,68.5,researcher,senior,3.5,0,,-1,Lending,Finance,Subsidiary or Business Segment,5001 to 10000 employees,TX
2794,87.5,data engineer,other,5.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2795,87.5,data engineer,senior,2.8,0,,11,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2796,87.5,data engineer,other,3.3,0,,74,"Department, Clothing, & Shoe Stores",Retail,Company - Private,1001 to 5000 employees,TX
2797,87.5,data scientist,senior,3.1,0,,29,Audiovisual,"Arts, Entertainment & Recreation",Company - Private,1001 to 5000 employees,TX
2798,87.5,data engineer,other,5.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,TX
2799,87.5,data engineer,senior,3.4,0,,57,IT Services,Information Technology,Company - Public,10000+ employees,TX
2800,87.5,data engineer,senior,4.3,0,,61,Consulting,Business Services,Company - Private,10000+ employees,TX
2801,87.5,data engineer,senior,3.6,0,,11,Financial Transaction Processing,Finance,Company - Private,201 to 500 employees,TX
2802,87.5,data engineer,other,3.5,0,,8,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2803,87.5,data engineer,other,3.9,0,,22,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2804,87.5,other,senior,5.0,0,,11,IT Services,Information Technology,Company - Private,1 to 50 employees,TX
2805,87.5,researcher,senior,3.6,0,,45,Consulting,Business Services,Company - Public,10000+ employees,TX
2806,87.5,data engineer,other,4.4,0,,29,IT Services,Information Technology,Company - Private,1001 to 5000 employees,TX
2807,87.5,data engineer,other,5.0,0,,-1,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2808,87.5,manager,senior,3.3,0,,30,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",Company - Public,51 to 200 employees,TX
2809,87.5,data engineer,senior,4.2,0,,22,Computer Hardware & Software,Information Technology,Company - Private,1 to 50 employees,TX
2810,87.5,data engineer,other,4.4,0,,13,IT Services,Information Technology,Company - Private,201 to 500 employees,TX
2811,87.5,analyst,other,3.3,0,,30,IT Services,Information Technology,Company - Private,51 to 200 employees,TX
2812,87.5,other,other,3.9,0,,225,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2813,87.5,other,other,4.1,0,,12,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2814,87.5,manager,senior,3.9,0,,225,Investment Banking & Asset Management,Finance,Company - Public,10000+ employees,TX
2815,87.5,data engineer,other,3.9,0,,21,Staffing & Outsourcing,Business Services,Company - Private,501 to 1000 employees,TX
2816,87.5,analyst,senior,3.5,0,,-1,Lending,Finance,Subsidiary or Business Segment,5001 to 10000 employees,TX
2817,87.5,data engineer,other,3.0,0,,25,IT Services,Information Technology,Company - Private,1001 to 5000 employees,TX
2818,87.5,data engineer,other,-1.0,0,,-1,-1,-1,-1,51 to 200 employees,TX
2819,87.5,data engineer,other,3.7,0,,28,Lending,Finance,Company - Private,5001 to 10000 employees,TX
2820,87.5,data scientist,other,3.6,0,,102,Insurance Carriers,Insurance,Company - Private,10000+ employees,TX
2821,87.5,data engineer,senior,5.0,0,,-1,"Health, Beauty, & Fitness",Consumer Services,Company - Private,51 to 200 employees,TX
2822,87.5,data engineer,senior,3.9,0,,30,Banks & Credit Unions,Finance,Company - Public,10000+ employees,TX
2823,87.5,analyst,senior,3.2,0,,169,Consulting,Business Services,Company - Private,5001 to 10000 employees,TX
2824,136.0,data engineer,other,3.0,0,,26,Staffing & Outsourcing,Business Services,Company - Private,201 to 500 employees,TX
2825,136.0,data engineer,senior,3.0,0,,14,IT Services,Information Technology,Company - Public,5001 to 10000 employees,TX
2826,136.0,data engineer,senior,3.4,0,,93,Insurance Agencies & Brokerages,Insurance,Company - Public,10000+ employees,TX
2827,136.0,data engineer,other,3.9,0,,22,IT Services,Information Technology,Company - Private,501 to 1000 employees,TX
2828,136.0,data scientist,senior,4.4,0,,-1,IT Services,Information Technology,Company - Public,1 to 50 employees,TX
2829,136.0,data engineer,other,-1.0,0,,-1,-1,-1,Company - Private,51 to 200 employees,TX
2830,136.0,data engineer,other,2.5,0,,-1,Staffing & Outsourcing,Business Services,Company - Private,51 to 200 employees,TX
2831,121.0,data scientist,other,3.8,0,,28,Telecommunications Services,Telecommunications,Company - Public,5001 to 10000 employees,CA
2832,121.0,data scientist,senior,4.1,0,,9,Internet,Information Technology,Company - Private,51 to 200 employees,CA
2833,121.0,data engineer,senior,3.3,0,,72,Banks & Credit Unions,Finance,Company - Private,1001 to 5000 employees,CA
2834,121.0,data scientist,other,4.1,0,,12,Enterprise Software & Network Solutions,Information Technology,Company - Private,501 to 1000 employees,CA
2835,121.0,data scientist,senior,-1.0,0,,7,IT Services,Information Technology,Company - Private,51 to 200 employees,CA
2836,121.0,data engineer,other,3.8,0,,28,Telecommunications Services,Telecommunications,Company - Public,5001 to 10000 employees,CA
2837,121.0,other,senior,3.3,0,,72,Banks & Credit Unions,Finance,Company - Private,1001 to 5000 employees,CA
2838,121.0,data scientist,other,4.7,0,,15,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,CA
2839,121.0,data scientist,senior,3.8,0,,85,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,CA
2840,121.0,other,other,3.2,0,,64,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,5001 to 10000 employees,CA
2841,121.0,data scientist,senior,4.3,0,,12,Internet,Information Technology,Company - Private,1 to 50 employees,CA
2842,121.0,data scientist,senior,3.8,0,,85,Aerospace & Defense,Aerospace & Defense,Company - Public,10000+ employees,CA
2843,121.0,machine learning engineer,other,3.8,0,,19,Advertising & Marketing,Business Services,Company - Private,501 to 1000 employees,CA
2844,121.0,data scientist,other,2.8,0,,15,Computer Hardware & Software,Information Technology,Company - Private,-1,CA
2845,121.0,data scientist,other,4.5,0,,43,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,CA
2846,121.0,other,senior,-1.0,0,,8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,1 to 50 employees,CA
2847,121.0,other,senior,3.5,0,,8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,201 to 500 employees,CA
2848,121.0,data scientist,other,4.2,0,,11,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,CA
2849,121.0,machine learning engineer,other,4.3,0,,12,Internet,Information Technology,Company - Private,1 to 50 employees,CA
2850,121.0,data scientist,other,4.2,0,,43,Computer Hardware & Software,Information Technology,Company - Public,5001 to 10000 employees,CA
2851,121.0,data scientist,other,3.6,0,,54,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,CA
2852,121.0,data scientist,other,4.3,0,,-1,-1,-1,Company - Private,51 to 200 employees,CA
2853,121.0,data scientist,senior,4.1,0,,9,Internet,Information Technology,Company - Private,51 to 200 employees,CA
2854,121.0,data scientist,other,3.6,0,,18,Enterprise Software & Network Solutions,Information Technology,Company - Private,201 to 500 employees,CA
2855,121.0,data scientist,other,3.9,0,,26,Internet,Information Technology,Company - Public,10000+ employees,CA
2856,121.0,data scientist,senior,4.5,0,,9,Computer Hardware & Software,Information Technology,Company - Private,51 to 200 employees,CA
2857,121.0,data scientist,other,3.7,0,,58,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,10000+ employees,CA
2858,121.0,data scientist,other,3.6,0,,29,Internet,Information Technology,Company - Public,10000+ employees,CA
2859,121.0,data scientist,other,4.5,0,,8,Insurance Carriers,Insurance,Company - Private,201 to 500 employees,CA
2860,121.0,data engineer,other,3.9,0,,9,Enterprise Software & Network Solutions,Information Technology,Company - Private,51 to 200 employees,CA
2861,161.0,data scientist,other,4.1,0,,-1,-1,-1,Company - Private,201 to 500 employees,CA
2862,161.0,analyst,other,3.1,0,,46,Industrial Manufacturing,Manufacturing,Company - Private,201 to 500 employees,CA
2863,161.0,data scientist,other,3.8,0,,29,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,1001 to 5000 employees,CA
2864,161.0,data scientist,other,4.3,0,,-1,Advertising & Marketing,Business Services,Company - Private,1 to 50 employees,CA
2865,161.0,data engineer,other,4.1,0,,9,Internet,Information Technology,Company - Private,51 to 200 employees,CA
2866,161.0,data scientist,other,3.5,0,,10,Farm Support Services,Agriculture & Forestry,Company - Private,201 to 500 employees,CA
2867,161.0,data scientist,other,3.1,0,,15,IT Services,Information Technology,Company - Private,1 to 50 employees,CA
2868,161.0,data scientist,other,4.1,0,,48,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,CA
2869,161.0,data scientist,other,4.1,0,,15,Transportation Equipment Manufacturing,Manufacturing,Company - Private,1001 to 5000 employees,CA
2870,161.0,data scientist,other,4.3,0,,12,Internet,Information Technology,Company - Private,1 to 50 employees,CA
2871,161.0,data scientist,other,4.6,0,,52,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,CA
2872,161.0,machine learning engineer,other,4.1,0,,48,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,CA
2873,161.0,data scientist,other,4.0,0,,-1,Accounting,Accounting & Legal,Company - Private,1 to 50 employees,CA
2874,161.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,CA
2875,161.0,data scientist,other,-1.0,0,,-1,-1,-1,Company - Private,1 to 50 employees,CA
2876,161.0,data scientist,other,2.3,0,,8,Internet,Information Technology,Company - Private,1 to 50 employees,CA
2877,161.0,data scientist,other,4.8,0,,13,IT Services,Information Technology,Company - Public,1001 to 5000 employees,CA
2878,161.0,data scientist,other,3.8,0,,12,Internet,Information Technology,Company - Private,10000+ employees,CA
2879,161.0,data scientist,other,4.7,0,,72,Federal Agencies,Government,Government,1001 to 5000 employees,CA
2880,161.0,data scientist,other,2.6,0,,17,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,51 to 200 employees,CA
2881,161.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,CA
2882,161.0,data scientist,other,4.8,0,,-1,-1,-1,Company - Private,51 to 200 employees,CA
2883,161.0,data scientist,senior,4.7,0,,37,Transportation Equipment Manufacturing,Manufacturing,Company - Private,51 to 200 employees,CA
2884,161.0,data scientist,other,4.0,0,,17,IT Services,Information Technology,Company - Private,51 to 200 employees,CA
2885,161.0,data scientist,other,4.5,0,,20,Internet,Information Technology,Company - Public,10000+ employees,CA
2886,161.0,machine learning engineer,senior,4.3,0,,12,Internet,Information Technology,Company - Private,1 to 50 employees,CA
2887,161.0,data scientist,other,4.8,0,,13,IT Services,Information Technology,Company - Public,1001 to 5000 employees,CA
2888,161.0,data scientist,other,5.0,0,,-1,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,CA
2889,161.0,data scientist,senior,3.4,0,,22,Health Care Services & Hospitals,Health Care,Company - Public,1001 to 5000 employees,CA
2890,161.0,data scientist,other,-1.0,0,,-1,-1,-1,-1,-1,CA
2891,143.0,data scientist,other,4.8,0,,13,IT Services,Information Technology,Company - Public,1001 to 5000 employees,CA
2892,143.0,director,senior,3.6,0,,21,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,1001 to 5000 employees,CA
2893,143.0,machine learning engineer,other,3.8,0,,14,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Private,51 to 200 employees,CA
2894,143.0,data scientist,other,4.2,0,,-1,IT Services,Information Technology,Company - Private,51 to 200 employees,CA
2895,143.0,machine learning engineer,other,4.1,0,,48,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,CA
2896,143.0,machine learning engineer,other,-1.0,0,,-1,-1,-1,Company - Public,-1,CA
2897,143.0,analyst,other,4.2,0,,25,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,201 to 500 employees,CA
2898,143.0,data scientist,other,4.5,0,,11,Enterprise Software & Network Solutions,Information Technology,Company - Private,1 to 50 employees,CA
2899,143.0,data scientist,other,4.1,0,,48,Computer Hardware & Software,Information Technology,Company - Public,10000+ employees,CA
2900,143.0,data scientist,other,4.9,0,,10,Internet,Information Technology,Company - Private,51 to 200 employees,CA
2901,143.0,data engineer,senior,4.1,0,,12,Computer Hardware & Software,Information Technology,Company - Private,201 to 500 employees,CA
2902,143.0,data scientist,senior,3.6,0,,29,Internet,Information Technology,Company - Public,10000+ employees,CA
2903,143.0,data scientist,senior,4.5,0,,12,Internet,Information Technology,Company - Private,51 to 200 employees,CA
2904,143.0,machine learning engineer,other,4.2,0,,25,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,201 to 500 employees,CA
2905,143.0,data scientist,senior,4.4,0,,11,Computer Hardware & Software,Information Technology,Subsidiary or Business Segment,51 to 200 employees,CA
2906,143.0,data scientist,other,3.8,0,,8,Internet,Information Technology,Company - Private,1001 to 5000 employees,CA
2907,143.0,data scientist,other,3.5,0,,-1,-1,-1,Subsidiary or Business Segment,10000+ employees,CA
2908,143.0,data scientist,senior,2.8,0,,-1,Accounting,Accounting & Legal,Company - Private,51 to 200 employees,CA
2909,143.0,data scientist,other,4.0,0,,20,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,501 to 1000 employees,CA
2910,143.0,other,other,3.5,0,,57,Consulting,Business Services,Company - Public,1001 to 5000 employees,CA
2911,143.0,data scientist,other,4.8,0,,13,IT Services,Information Technology,Company - Public,1001 to 5000 employees,CA
2912,143.0,data scientist,senior,4.6,0,,10,Health Care Services & Hospitals,Health Care,Company - Public,501 to 1000 employees,CA
2913,143.0,data scientist,other,3.8,0,,12,Internet,Information Technology,Company - Private,10000+ employees,CA
2914,143.0,data scientist,other,4.3,0,,8,Education Training Services,Education,Company - Private,1 to 50 employees,CA
2915,143.0,data scientist,senior,5.0,0,,11,Staffing & Outsourcing,Business Services,Company - Private,1 to 50 employees,CA
2916,143.0,machine learning engineer,other,4.5,0,,13,Computer Hardware & Software,Information Technology,Subsidiary or Business Segment,51 to 200 employees,CA
2917,143.0,data engineer,other,4.1,0,,23,Consulting,Business Services,Company - Private,5001 to 10000 employees,CA
